26600,Heon,34,SERVES SUR RHONE,26
26600,Breitenbach,44,SERVES SUR RHONE,26
26600,Griffin,46,SERVES SUR RHONE,26
26390,Currier,41,TERSANNE,26
26160,Perkins,53,LA TOUCHE,26
26160,Reid,49,LA TOUCHE,26
26160,Freedman,45,LA TOUCHE,26
26150,Fullilove,42,VACHERES EN QUINT,26
26150,Robbins,46,VACHERES EN QUINT,26
26150,Henderson,44,VACHERES EN QUINT,26
26230,Gordon,48,VALAURIE,26
26230,Sawyer,51,VALAURIE,26
26230,Wimbush,45,VALAURIE,26
26340,Billings,51,VERCHENY,26
26340,Chitwood,51,VERCHENY,26
26340,Vegter,59,VERCHENY,26
26340,Andrade,44,VERCHENY,26
05700,Wilson,59,VILLEBOIS LES PINS,05
05700,Davidson,35,VILLEBOIS LES PINS,05
05700,Manley,51,VILLEBOIS LES PINS,05
05700,Quinonez,57,VILLEBOIS LES PINS,05
27400,Daniel,71,AMFREVILLE SUR ITON,27
27400,Fernandez,42,AMFREVILLE SUR ITON,27
27240,Keenan,40,CHAMBOIS,27
27240,Hafferkamp,48,CHAMBOIS,27
27240,White,43,CHAMBOIS,27
27240,Strahle,33,CHAMBOIS,27
27240,Theel,47,CHAMBOIS,27
27240,Weed,49,CHAMBOIS,27
27160,Bell,50,LES BAUX DE BRETEUIL,27
27160,Hagge,48,LES BAUX DE BRETEUIL,27
27160,Medina,49,LES BAUX DE BRETEUIL,27
27160,White,49,LES BAUX DE BRETEUIL,27
27160,Hernandez,47,LES BAUX DE BRETEUIL,27
27140,Jones,74,BAZINCOURT SUR EPTE,27
27190,Brock,50,BEAUBRAY,27
27190,Oliver,38,BEAUBRAY,27
27190,Rodriquez,38,BEAUBRAY,27
27190,Huddleston,63,BEAUBRAY,27
27190,Manora,52,BEAUBRAY,27
27190,Gonzalez,51,BEAUBRAY,27
27190,Musselwhite,34,BEAUBRAY,27
27190,Lundeen,59,BEAUBRAY,27
27190,White,52,BEAUBRAY,27
27190,Gonzalez,47,BEAUBRAY,27
27480,Grant,42,BEAUFICEL EN LYONS,27
27480,Sweeney,48,BEAUFICEL EN LYONS,27
27480,Pierson,31,BEAUFICEL EN LYONS,27
27480,Rivera,42,BEAUFICEL EN LYONS,27
27480,Kemp,36,BEAUFICEL EN LYONS,27
27330,Morrison,59,MESNIL EN OUCHE,27
27170,Bland,42,BEAUMONTEL,27
27170,King,48,BEAUMONTEL,27
27170,Haza,49,BEAUMONTEL,27
27170,Edwards,44,BEAUMONTEL,27
27800,Ellis,42,LE BEC HELLOUIN,27
27800,Kallam,47,LE BEC HELLOUIN,27
27800,Donaldson,62,LE BEC HELLOUIN,27
27800,Jerome,48,LE BEC HELLOUIN,27
27110,Mackinnon,59,BERENGEVILLE LA CAMPAGNE,27
27110,Valentin,36,BERENGEVILLE LA CAMPAGNE,27
27110,Reece,53,BERENGEVILLE LA CAMPAGNE,27
27110,Gilbert,52,BERENGEVILLE LA CAMPAGNE,27
27110,Romero,50,BERENGEVILLE LA CAMPAGNE,27
27110,Contreras,32,BERENGEVILLE LA CAMPAGNE,27
27110,Ramsey,67,BERENGEVILLE LA CAMPAGNE,27
27480,Grant,42,BEZU LA FORET,27
27480,Sweeney,48,BEZU LA FORET,27
27480,Pierson,31,BEZU LA FORET,27
27480,Rivera,42,BEZU LA FORET,27
27480,Kemp,36,BEZU LA FORET,27
27260,Schmidt,44,LE BOIS HELLAIN,27
27260,Mcknight,48,LE BOIS HELLAIN,27
27260,Monroe,49,LE BOIS HELLAIN,27
27220,Andrews,62,LA BOISSIERE,27
27220,Jones,50,LA BOISSIERE,27
27220,Bond,47,LA BOISSIERE,27
27220,Lopez,51,LA BOISSIERE,27
27220,Latham,69,LA BOISSIERE,27
27120,Vick,39,BONCOURT,27
27120,Wilbur,49,BONCOURT,27
27120,Osborne,46,BONCOURT,27
27190,Brock,50,LA BONNEVILLE SUR ITON,27
27190,Oliver,38,LA BONNEVILLE SUR ITON,27
27190,Rodriquez,38,LA BONNEVILLE SUR ITON,27
27190,Huddleston,63,LA BONNEVILLE SUR ITON,27
27190,Manora,52,LA BONNEVILLE SUR ITON,27
27190,Gonzalez,51,LA BONNEVILLE SUR ITON,27
27190,Musselwhite,34,LA BONNEVILLE SUR ITON,27
27190,Lundeen,59,LA BONNEVILLE SUR ITON,27
27190,White,52,LA BONNEVILLE SUR ITON,27
27190,Gonzalez,47,LA BONNEVILLE SUR ITON,27
27290,Ramirez,57,THENOUVILLE,27
27520,Fischer,36,THENOUVILLE,27
27520,Harris,59,THENOUVILLE,27
27520,Wheatley,40,THENOUVILLE,27
27480,Grant,42,BOSQUENTIN,27
27480,Sweeney,48,BOSQUENTIN,27
27480,Pierson,31,BOSQUENTIN,27
27480,Rivera,42,BOSQUENTIN,27
27480,Kemp,36,BOSQUENTIN,27
27800,Ellis,42,BOSROBERT,27
27800,Kallam,47,BOSROBERT,27
27800,Donaldson,62,BOSROBERT,27
27800,Jerome,48,BOSROBERT,27
27250,Moore,49,LES BOTTEREAUX,27
27250,Moore,49,LES BOTTEREAUX,27
27930,Zingler,54,LE BOULAY MORIN,27
27930,Starrs,49,LE BOULAY MORIN,27
27930,Kopecky,51,LE BOULAY MORIN,27
27930,Waldron,46,LE BOULAY MORIN,27
27930,Washington,61,LE BOULAY MORIN,27
27930,Bustos,41,LE BOULAY MORIN,27
27930,Arellano,42,LE BOULAY MORIN,27
27930,Ridley,63,LE BOULAY MORIN,27
27930,Henry,44,LE BOULAY MORIN,27
27930,Boyd,40,LE BOULAY MORIN,27
27210,Cunningham,45,BOULLEVILLE,27
27210,Roberts,57,BOULLEVILLE,27
27310,Kafka,52,BOUQUETOT,27
27310,Antrikin,49,BOUQUETOT,27
27310,Nieves,37,BOUQUETOT,27
27310,Bland,44,BOUQUETOT,27
27520,Fischer,36,GRAND BOURGTHEROULDE,27
27520,Harris,59,GRAND BOURGTHEROULDE,27
27520,Wheatley,40,GRAND BOURGTHEROULDE,27
27230,Blake,45,BOURNAINVILLE FAVEROLLES,27
27230,John,49,BOURNAINVILLE FAVEROLLES,27
27230,Minder,25,BOURNAINVILLE FAVEROLLES,27
27230,Clements,52,BOURNAINVILLE FAVEROLLES,27
27230,Winkelpleck,51,BOURNAINVILLE FAVEROLLES,27
27230,Gray,60,BOURNAINVILLE FAVEROLLES,27
27230,Smith,63,BOURNAINVILLE FAVEROLLES,27
27230,Blake,45,BOURNAINVILLE FAVEROLLES,27
27230,John,49,BOURNAINVILLE FAVEROLLES,27
27230,Minder,25,BOURNAINVILLE FAVEROLLES,27
27230,Clements,52,BOURNAINVILLE FAVEROLLES,27
27230,Winkelpleck,51,BOURNAINVILLE FAVEROLLES,27
27230,Gray,60,BOURNAINVILLE FAVEROLLES,27
27230,Smith,63,BOURNAINVILLE FAVEROLLES,27
27230,Blake,45,BOURNAINVILLE FAVEROLLES,27
27230,John,49,BOURNAINVILLE FAVEROLLES,27
27230,Minder,25,BOURNAINVILLE FAVEROLLES,27
27230,Clements,52,BOURNAINVILLE FAVEROLLES,27
27230,Winkelpleck,51,BOURNAINVILLE FAVEROLLES,27
27230,Gray,60,BOURNAINVILLE FAVEROLLES,27
27230,Smith,63,BOURNAINVILLE FAVEROLLES,27
27500,Deiss,48,BOURNEVILLE STE CROIX,27
27500,Sagers,44,BOURNEVILLE STE CROIX,27
27500,Rodriguez,39,BOURNEVILLE STE CROIX,27
27500,Mora,54,BOURNEVILLE STE CROIX,27
27500,Hiers,52,BOURNEVILLE STE CROIX,27
27500,Bell,50,BOURNEVILLE STE CROIX,27
27170,Bland,42,BRAY,27
27170,King,48,BRAY,27
27170,Haza,49,BRAY,27
27170,Edwards,44,BRAY,27
27160,Bell,50,BRETEUIL,27
27160,Hagge,48,BRETEUIL,27
27160,Medina,49,BRETEUIL,27
27160,White,49,BRETEUIL,27
27160,Hernandez,47,BRETEUIL,27
27570,Schubert,46,BREUX SUR AVRE,27
27310,Kafka,52,CAUMONT,27
27310,Antrikin,49,CAUMONT,27
27310,Nieves,37,CAUMONT,27
27310,Bland,44,CAUMONT,27
27350,Richey,53,CAUVERVILLE EN ROUMOIS,27
27350,Spilde,51,CAUVERVILLE EN ROUMOIS,27
27270,Ford,50,CHAMBLAC,27
27270,Johnson,56,CHAMBLAC,27
27270,Yarbrough,36,CHAMBLAC,27
27250,Moore,49,CHAMBORD,27
27930,Zingler,54,LA CHAPELLE DU BOIS DES FAULX,27
27930,Starrs,49,LA CHAPELLE DU BOIS DES FAULX,27
27930,Kopecky,51,LA CHAPELLE DU BOIS DES FAULX,27
27930,Waldron,46,LA CHAPELLE DU BOIS DES FAULX,27
27930,Washington,61,LA CHAPELLE DU BOIS DES FAULX,27
27930,Bustos,41,LA CHAPELLE DU BOIS DES FAULX,27
27930,Arellano,42,LA CHAPELLE DU BOIS DES FAULX,27
27930,Ridley,63,LA CHAPELLE DU BOIS DES FAULX,27
27930,Henry,44,LA CHAPELLE DU BOIS DES FAULX,27
27930,Boyd,40,LA CHAPELLE DU BOIS DES FAULX,27
27150,King,45,CHAUVINCOURT PROVEMONT,27
27150,Mccusker,52,CHAUVINCOURT PROVEMONT,27
27150,Foley,52,CHAUVINCOURT PROVEMONT,27
27150,Watkins,48,CHAUVINCOURT PROVEMONT,27
27150,Garcia,69,CHAUVINCOURT PROVEMONT,27
27150,Wong,40,CHAUVINCOURT PROVEMONT,27
27930,Zingler,54,CIERREY,27
27930,Starrs,49,CIERREY,27
27930,Kopecky,51,CIERREY,27
27930,Waldron,46,CIERREY,27
27930,Washington,61,CIERREY,27
27930,Bustos,41,CIERREY,27
27930,Arellano,42,CIERREY,27
27930,Ridley,63,CIERREY,27
27930,Henry,44,CIERREY,27
27930,Boyd,40,CIERREY,27
27190,Brock,50,COLLANDRES QUINCARNON,27
27190,Oliver,38,COLLANDRES QUINCARNON,27
27190,Rodriquez,38,COLLANDRES QUINCARNON,27
27190,Huddleston,63,COLLANDRES QUINCARNON,27
27190,Manora,52,COLLANDRES QUINCARNON,27
27190,Gonzalez,51,COLLANDRES QUINCARNON,27
27190,Musselwhite,34,COLLANDRES QUINCARNON,27
27190,Lundeen,59,COLLANDRES QUINCARNON,27
27190,White,52,COLLANDRES QUINCARNON,27
27190,Gonzalez,47,COLLANDRES QUINCARNON,27
27190,Brock,50,CONCHES EN OUCHE,27
27190,Oliver,38,CONCHES EN OUCHE,27
27190,Rodriquez,38,CONCHES EN OUCHE,27
27190,Huddleston,63,CONCHES EN OUCHE,27
27190,Manora,52,CONCHES EN OUCHE,27
27190,Gonzalez,51,CONCHES EN OUCHE,27
27190,Musselwhite,34,CONCHES EN OUCHE,27
27190,Lundeen,59,CONCHES EN OUCHE,27
27190,White,52,CONCHES EN OUCHE,27
27190,Gonzalez,47,CONCHES EN OUCHE,27
27290,Ramirez,57,CONDE SUR RISLE,27
27430,Cole,44,CONNELLES,27
27430,Langston,58,CONNELLES,27
27220,Andrews,62,COUDRES,27
27220,Jones,50,COUDRES,27
27220,Bond,47,COUDRES,27
27220,Lopez,51,COUDRES,27
27220,Latham,69,COUDRES,27
27190,Brock,50,LA CROISILLE,27
27190,Oliver,38,LA CROISILLE,27
27190,Rodriquez,38,LA CROISILLE,27
27190,Huddleston,63,LA CROISILLE,27
27190,Manora,52,LA CROISILLE,27
27190,Gonzalez,51,LA CROISILLE,27
27190,Musselwhite,34,LA CROISILLE,27
27190,Lundeen,59,LA CROISILLE,27
27190,White,52,LA CROISILLE,27
27190,Gonzalez,47,LA CROISILLE,27
27110,Mackinnon,59,CROSVILLE LA VIEILLE,27
27110,Valentin,36,CROSVILLE LA VIEILLE,27
27110,Reece,53,CROSVILLE LA VIEILLE,27
27110,Gilbert,52,CROSVILLE LA VIEILLE,27
27110,Romero,50,CROSVILLE LA VIEILLE,27
27110,Contreras,32,CROSVILLE LA VIEILLE,27
27110,Ramsey,67,CROSVILLE LA VIEILLE,27
27240,Keenan,40,MESNILS SUR ITON,27
27240,Hafferkamp,48,MESNILS SUR ITON,27
27240,White,43,MESNILS SUR ITON,27
27240,Strahle,33,MESNILS SUR ITON,27
27240,Theel,47,MESNILS SUR ITON,27
27240,Weed,49,MESNILS SUR ITON,27
27240,Keenan,40,MESNILS SUR ITON,27
27240,Hafferkamp,48,MESNILS SUR ITON,27
27240,White,43,MESNILS SUR ITON,27
27240,Strahle,33,MESNILS SUR ITON,27
27240,Theel,47,MESNILS SUR ITON,27
27240,Weed,49,MESNILS SUR ITON,27
27240,Keenan,40,MESNILS SUR ITON,27
27240,Hafferkamp,48,MESNILS SUR ITON,27
27240,White,43,MESNILS SUR ITON,27
27240,Strahle,33,MESNILS SUR ITON,27
27240,Theel,47,MESNILS SUR ITON,27
27240,Weed,49,MESNILS SUR ITON,27
27240,Keenan,40,MESNILS SUR ITON,27
27240,Hafferkamp,48,MESNILS SUR ITON,27
27240,White,43,MESNILS SUR ITON,27
27240,Strahle,33,MESNILS SUR ITON,27
27240,Theel,47,MESNILS SUR ITON,27
27240,Weed,49,MESNILS SUR ITON,27
27430,Cole,44,DAUBEUF PRES VATTEVILLE,27
27430,Langston,58,DAUBEUF PRES VATTEVILLE,27
27510,Smith,27,VEXIN SUR EPTE,27
27510,Smith,27,VEXIN SUR EPTE,27
27630,Edward,40,VEXIN SUR EPTE,27
27120,Vick,39,FAINS,27
27120,Wilbur,49,FAINS,27
27120,Osborne,46,FAINS,27
27210,Cunningham,45,FATOUVILLE GRESTAIN,27
27210,Roberts,57,FATOUVILLE GRESTAIN,27
27230,Blake,45,LE FAVRIL,27
27230,John,49,LE FAVRIL,27
27230,Minder,25,LE FAVRIL,27
27230,Clements,52,LE FAVRIL,27
27230,Winkelpleck,51,LE FAVRIL,27
27230,Gray,60,LE FAVRIL,27
27230,Smith,63,LE FAVRIL,27
27210,Cunningham,45,FIQUEFLEUR EQUAINVILLE,27
27210,Roberts,57,FIQUEFLEUR EQUAINVILLE,27
27380,Heffernan,49,FLEURY SUR ANDELLE,27
27210,Cunningham,45,FORT MOVILLE,27
27210,Roberts,57,FORT MOVILLE,27
27150,King,45,GAMACHES EN VEXIN,27
27150,Mccusker,52,GAMACHES EN VEXIN,27
27150,Foley,52,GAMACHES EN VEXIN,27
27150,Watkins,48,GAMACHES EN VEXIN,27
27150,Garcia,69,GAMACHES EN VEXIN,27
27150,Wong,40,GAMACHES EN VEXIN,27
27220,Andrews,62,LA BARONNIE,27
27220,Jones,50,LA BARONNIE,27
27220,Bond,47,LA BARONNIE,27
27220,Lopez,51,LA BARONNIE,27
27220,Latham,69,LA BARONNIE,27
27440,Hughes,43,VAL D ORGER,27
27440,Wagner,34,VAL D ORGER,27
27370,Merino,25,LE BOSC DU THEIL,27
27370,Perez,46,LE BOSC DU THEIL,27
27370,Carleton,59,LE BOSC DU THEIL,27
27370,Danielson,48,LE BOSC DU THEIL,27
27120,Vick,39,HARDENCOURT COCHEREL,27
27120,Wilbur,49,HARDENCOURT COCHEREL,27
27120,Osborne,46,HARDENCOURT COCHEREL,27
27350,Richey,53,HAUVILLE,27
27350,Spilde,51,HAUVILLE,27
27350,Richey,53,LA HAYE DE ROUTOT,27
27350,Spilde,51,LA HAYE DE ROUTOT,27
27400,Daniel,71,LA HAYE MALHERBE,27
27400,Fernandez,42,LA HAYE MALHERBE,27
27330,Morrison,59,LA HAYE ST SYLVESTRE,27
27120,Vick,39,HECOURT,27
27120,Wilbur,49,HECOURT,27
27120,Osborne,46,HECOURT,27
27630,Edward,40,HEUBECOURT HARICOURT,27
27930,Zingler,54,IRREVILLE,27
27930,Starrs,49,IRREVILLE,27
27930,Kopecky,51,IRREVILLE,27
27930,Waldron,46,IRREVILLE,27
27930,Washington,61,IRREVILLE,27
27930,Bustos,41,IRREVILLE,27
27930,Arellano,42,IRREVILLE,27
27930,Ridley,63,IRREVILLE,27
27930,Henry,44,IRREVILLE,27
27930,Boyd,40,IRREVILLE,27
27440,Hughes,43,LISORS,27
27440,Wagner,34,LISORS,27
27800,Ellis,42,LIVET SUR AUTHOU,27
27800,Kallam,47,LIVET SUR AUTHOU,27
27800,Donaldson,62,LIVET SUR AUTHOU,27
27800,Jerome,48,LIVET SUR AUTHOU,27
27480,Grant,42,LORLEAU,27
27480,Sweeney,48,LORLEAU,27
27480,Pierson,31,LORLEAU,27
27480,Rivera,42,LORLEAU,27
27480,Kemp,36,LORLEAU,27
27800,Ellis,42,MALLEVILLE SUR LE BEC,27
27800,Kallam,47,MALLEVILLE SUR LE BEC,27
27800,Donaldson,62,MALLEVILLE SUR LE BEC,27
27800,Jerome,48,MALLEVILLE SUR LE BEC,27
27320,Garcia,38,MARCILLY LA CAMPAGNE,27
27810,Bailey,57,MARCILLY SUR EURE,27
27150,King,45,MARTAGNY,27
27150,Mccusker,52,MARTAGNY,27
27150,Foley,52,MARTAGNY,27
27150,Watkins,48,MARTAGNY,27
27150,Garcia,69,MARTAGNY,27
27150,Wong,40,MARTAGNY,27
27300,Collins,58,MENNEVAL,27
27300,Harsh,44,MENNEVAL,27
27300,Hodson,45,MENNEVAL,27
27300,Copeland,45,MENNEVAL,27
27300,Fiaschetti,55,MENNEVAL,27
27300,Mejia,40,MENNEVAL,27
27300,Haverland,39,MENNEVAL,27
27950,Alston,36,MERCEY,27
27320,Garcia,38,MOISVILLE,27
27400,Daniel,71,TERRES DE BORD,27
27400,Fernandez,42,TERRES DE BORD,27
27260,Schmidt,44,MORAINVILLE JOUVEAUX,27
27260,Mcknight,48,MORAINVILLE JOUVEAUX,27
27260,Monroe,49,MORAINVILLE JOUVEAUX,27
27220,Andrews,62,MOUETTES,27
27220,Jones,50,MOUETTES,27
27220,Bond,47,MOUETTES,27
27220,Lopez,51,MOUETTES,27
27220,Latham,69,MOUETTES,27
27320,Garcia,38,NONANCOURT,27
27800,Ellis,42,NOTRE DAME D EPINE,27
27800,Kallam,47,NOTRE DAME D EPINE,27
27800,Donaldson,62,NOTRE DAME D EPINE,27
27800,Jerome,48,NOTRE DAME D EPINE,27
27190,Brock,50,LE VAL DORE,27
27190,Oliver,38,LE VAL DORE,27
27190,Rodriquez,38,LE VAL DORE,27
27190,Huddleston,63,LE VAL DORE,27
27190,Manora,52,LE VAL DORE,27
27190,Gonzalez,51,LE VAL DORE,27
27190,Musselwhite,34,LE VAL DORE,27
27190,Lundeen,59,LE VAL DORE,27
27190,White,52,LE VAL DORE,27
27190,Gonzalez,47,LE VAL DORE,27
27300,Collins,58,PLASNES,27
27300,Harsh,44,PLASNES,27
